index,gender,car,reality,income_type,edu_type,family_type,house_type,occyp_type,family_size,age,work_year,use_month,income_total,credit
22099,1,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,32,10,56,157500.0,2.0
22100,1,1,1,Commercial associate,Higher education,Married,House / apartment,Managers,2,41,16,18,900000.0,2.0
22101,1,1,0,Working,Higher education,Married,With parents,Core staff,2,31,7,22,180000.0,2.0
22102,0,0,0,Working,Secondary / secondary special,Widow,House / apartment,Sales staff,1,53,9,12,76500.0,2.0
22103,0,0,0,Working,Higher education,Married,House / apartment,Sales staff,3,28,10,11,81000.0,2.0
22104,1,1,1,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,37,11,12,225000.0,2.0
22105,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,2,51,1,49,139500.0,2.0
22106,0,0,1,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,1,31,4,1,135000.0,1.0
22107,1,1,1,Commercial associate,Incomplete higher,Married,House / apartment,Managers,3,45,8,28,270000.0,2.0
22108,1,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,60,0,39,90000.0,2.0
22109,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,4,27,6,1,117000.0,1.0
22110,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,34,6,60,90000.0,1.0
22111,1,1,1,Commercial associate,Higher education,Married,House / apartment,Laborers,4,40,1,27,225000.0,2.0
22112,1,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,3,45,4,11,90000.0,2.0
22113,0,1,1,State servant,Higher education,Married,House / apartment,Core staff,2,30,8,12,81000.0,2.0
22114,0,0,1,Pensioner,Higher education,Separated,House / apartment,Unoccupied,1,67,0,11,99000.0,2.0
22115,0,1,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,52,4,21,337500.0,2.0
22116,0,0,1,Working,Higher education,Married,House / apartment,Core staff,4,30,7,55,202500.0,1.0
22117,1,1,1,Working,Higher education,Married,House / apartment,Managers,3,44,3,13,360000.0,2.0
22118,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,29,9,25,112500.0,2.0
22119,1,1,0,State servant,Secondary / secondary special,Married,House / apartment,Managers,3,59,12,42,229500.0,2.0
22120,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,33,13,1,225000.0,0.0
22121,1,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,43,3,60,126000.0,1.0
22122,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,51,2,21,450000.0,0.0
22123,0,0,1,Working,Secondary / secondary special,Separated,House / apartment,Medicine staff,1,43,7,27,112500.0,2.0
22124,1,1,1,Pensioner,Higher education,Separated,House / apartment,Unoccupied,1,56,0,57,225000.0,1.0
22125,1,1,1,Working,Higher education,Married,House / apartment,Accountants,3,32,2,19,112500.0,2.0
22126,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,4,36,19,28,180000.0,2.0
22127,1,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,30,4,42,135000.0,2.0
22128,0,1,1,Commercial associate,Secondary / secondary special,Separated,House / apartment,Laborers,2,39,17,58,180000.0,2.0
22129,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,62,0,52,112500.0,2.0
22130,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,1,45,26,40,180000.0,1.0
22131,0,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,57,0,55,202500.0,2.0
22132,0,1,1,Working,Higher education,Married,House / apartment,Core staff,2,47,9,20,225000.0,1.0
22133,0,1,0,Working,Higher education,Married,House / apartment,Laborers,2,42,14,10,135000.0,2.0
22134,0,1,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Unoccupied,3,54,0,21,450000.0,1.0
22135,1,1,0,Commercial associate,Higher education,Married,House / apartment,Laborers,2,47,5,14,540000.0,2.0
22136,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,50,23,28,139500.0,2.0
22137,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,23,3,0,135000.0,0.0
22138,0,0,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,2,28,6,9,90000.0,1.0
22139,0,0,0,Working,Incomplete higher,Widow,House / apartment,Core staff,1,53,6,31,180000.0,2.0
22140,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,66,9,37,135000.0,2.0
22141,0,0,0,State servant,Higher education,Civil marriage,House / apartment,Core staff,2,60,15,12,234000.0,2.0
22142,0,0,0,Commercial associate,Higher education,Single / not married,With parents,Laborers,1,24,1,28,112500.0,2.0
22143,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,2,52,4,59,180000.0,2.0
22144,0,0,1,Pensioner,Lower secondary,Single / not married,House / apartment,Unoccupied,1,60,0,33,67500.0,2.0
22145,0,1,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Cleaning staff,3,43,10,21,180000.0,2.0
22146,0,0,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,63,0,3,144000.0,1.0
22147,0,0,0,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,56,0,20,171000.0,1.0
22148,0,0,0,Working,Secondary / secondary special,Single / not married,With parents,Laborers,1,27,9,41,90000.0,1.0
22149,0,1,1,Working,Higher education,Married,House / apartment,Laborers,2,42,14,60,135000.0,2.0
22150,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,40,5,11,112500.0,2.0
22151,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,55,1,23,126000.0,2.0
22152,0,0,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,51,27,48,198000.0,2.0
22153,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,62,0,30,135000.0,1.0
22154,0,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,64,0,41,72000.0,2.0
22155,0,1,1,Working,Higher education,Married,House / apartment,Core staff,6,37,6,49,112500.0,0.0
22156,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,3,28,8,26,112500.0,2.0
22157,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,46,26,29,450000.0,2.0
22158,1,1,1,Commercial associate,Secondary / secondary special,Married,Rented apartment,Drivers,2,46,6,56,315000.0,2.0
22159,0,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,62,0,30,112500.0,2.0
22160,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,47,7,32,247500.0,1.0
22161,1,1,1,State servant,Secondary / secondary special,Married,House / apartment,Drivers,3,43,11,19,171000.0,2.0
22162,0,1,1,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,49,8,58,162000.0,1.0
22163,0,1,0,Pensioner,Higher education,Separated,House / apartment,Unoccupied,1,64,0,10,180000.0,2.0
22164,0,0,0,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,3,40,8,6,112500.0,1.0
22165,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,44,7,3,225000.0,1.0
22166,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,35,9,16,157500.0,2.0
22167,0,1,0,Working,Higher education,Married,House / apartment,Managers,4,34,9,46,180000.0,2.0
22168,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,58,0,58,81000.0,2.0
22169,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,51,6,17,135000.0,2.0
22170,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,55,5,1,103500.0,0.0
22171,0,0,0,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,63,0,50,157500.0,2.0
22172,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,55,0,55,157500.0,2.0
22173,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,28,5,37,157500.0,2.0
22174,0,0,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,56,6,15,180000.0,2.0
22175,1,0,1,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Low-skill Laborers,2,45,2,1,90000.0,0.0
22176,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,31,3,26,202500.0,2.0
22177,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,2,48,7,47,135000.0,2.0
22178,0,0,1,Commercial associate,Incomplete higher,Single / not married,House / apartment,Laborers,1,28,1,31,112500.0,2.0
22179,1,0,1,Working,Secondary / secondary special,Separated,House / apartment,Security staff,1,39,2,10,216000.0,2.0
22180,0,0,0,Commercial associate,Secondary / secondary special,Married,With parents,Laborers,2,46,3,22,112500.0,2.0
22181,0,1,0,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,2,50,8,46,157500.0,0.0
22182,0,0,1,Commercial associate,Higher education,Married,House / apartment,Managers,3,37,12,52,247500.0,0.0
22183,0,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,64,0,48,72000.0,2.0
22184,0,0,1,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Unoccupied,1,55,0,30,112500.0,2.0
22185,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,2,46,5,31,360000.0,2.0
22186,0,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,51,17,23,121500.0,2.0
22187,1,0,0,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,2,56,2,13,270000.0,2.0
22188,0,1,0,State servant,Higher education,Married,House / apartment,High skill tech staff,3,38,15,49,67500.0,2.0
22189,0,0,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,3,35,1,6,135000.0,2.0
22190,0,1,0,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,1,51,11,26,270000.0,1.0
22191,0,0,0,Commercial associate,Higher education,Civil marriage,With parents,Managers,2,40,4,17,315000.0,2.0
22192,0,0,0,Working,Higher education,Married,House / apartment,Accountants,2,33,3,57,270000.0,2.0
22193,0,1,1,State servant,Higher education,Married,House / apartment,Core staff,3,37,6,29,315000.0,1.0
22194,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,64,14,44,225000.0,2.0
22195,1,1,1,State servant,Higher education,Married,House / apartment,High skill tech staff,2,27,2,43,180000.0,2.0
22196,1,1,1,Working,Incomplete higher,Married,House / apartment,Laborers,3,31,14,26,135000.0,2.0
22197,1,1,1,Commercial associate,Secondary / secondary special,Married,Rented apartment,Drivers,2,46,6,3,315000.0,1.0
22198,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,26,1,12,157500.0,2.0
22199,0,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,2,40,12,7,216000.0,2.0
22200,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,52,0,8,167400.0,1.0
22201,0,0,1,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Laborers,2,51,3,30,202500.0,2.0
22202,0,1,1,Commercial associate,Incomplete higher,Married,House / apartment,High skill tech staff,2,31,4,2,157500.0,1.0
22203,0,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,62,0,58,135000.0,2.0
22204,0,0,1,Pensioner,Higher education,Single / not married,House / apartment,Unoccupied,1,55,0,19,216000.0,2.0
22205,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,61,15,58,166500.0,2.0
22206,0,0,0,Commercial associate,Lower secondary,Married,Municipal apartment,Sales staff,2,52,1,19,112500.0,2.0
22207,1,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,62,0,10,157500.0,2.0
22208,1,1,0,Working,Higher education,Married,House / apartment,Laborers,2,55,11,7,315000.0,2.0
22209,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,2,57,5,42,202500.0,2.0
22210,1,1,1,Commercial associate,Higher education,Married,House / apartment,Laborers,2,43,2,14,301500.0,2.0
22211,0,0,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,4,60,0,33,54000.0,2.0
22212,0,0,1,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Unoccupied,1,59,0,13,126000.0,0.0
22213,0,0,1,Working,Higher education,Civil marriage,House / apartment,Core staff,3,26,1,0,135000.0,1.0
22214,0,0,1,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Unoccupied,2,57,0,1,180000.0,1.0
22215,0,0,0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,Sales staff,1,46,4,1,270000.0,1.0
22216,1,1,1,State servant,Higher education,Single / not married,House / apartment,High skill tech staff,1,27,3,39,247500.0,2.0
22217,0,1,1,Working,Higher education,Married,House / apartment,Laborers,2,42,14,36,135000.0,0.0
22218,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,32,1,46,90000.0,0.0
22219,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,64,0,7,130500.0,2.0
22220,0,0,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,59,0,39,90000.0,1.0
22221,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,35,12,35,315000.0,1.0
22222,0,0,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,Accountants,1,28,4,29,225000.0,2.0
22223,1,1,0,Commercial associate,Higher education,Single / not married,House / apartment,Managers,1,59,11,15,391500.0,2.0
22224,0,0,1,Working,Higher education,Single / not married,House / apartment,Sales staff,1,28,3,47,270000.0,2.0
22225,0,0,0,State servant,Higher education,Married,House / apartment,Laborers,2,33,1,24,135000.0,2.0
22226,1,0,1,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Unoccupied,2,60,0,27,157500.0,2.0
22227,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,56,0,46,112500.0,0.0
22228,0,0,1,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,2,34,8,3,166500.0,1.0
22229,0,0,0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,Sales staff,1,46,4,10,270000.0,2.0
22230,0,0,1,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Unoccupied,1,65,0,37,135000.0,0.0
22231,0,1,0,Working,Secondary / secondary special,Married,House / apartment,Managers,5,37,6,8,675000.0,2.0
22232,0,0,1,Working,Higher education,Single / not married,House / apartment,Accountants,1,63,2,9,270000.0,2.0
22233,0,1,1,Working,Higher education,Married,House / apartment,Core staff,2,33,11,40,225000.0,2.0
22234,0,0,1,Commercial associate,Incomplete higher,Married,House / apartment,Sales staff,2,27,7,34,220500.0,2.0
22235,1,0,0,Commercial associate,Higher education,Married,House / apartment,Core staff,3,35,4,24,202500.0,0.0
22236,1,1,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,3,31,10,10,234000.0,2.0
22237,0,0,0,State servant,Secondary / secondary special,Separated,House / apartment,Medicine staff,2,28,5,0,90000.0,1.0
22238,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,58,0,10,157500.0,2.0
22239,0,0,0,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,3,39,13,13,135000.0,2.0
22240,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,33,5,56,270000.0,2.0
22241,0,1,1,Pensioner,Higher education,Separated,House / apartment,Unoccupied,1,65,0,46,189000.0,2.0
22242,0,1,1,Working,Higher education,Married,House / apartment,Managers,3,40,14,52,157500.0,2.0
22243,0,1,1,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,51,3,14,675000.0,0.0
22244,0,0,1,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff,1,49,2,20,387000.0,0.0
22245,1,1,1,Working,Incomplete higher,Married,With parents,Cooking staff,2,29,1,46,180000.0,2.0
22246,0,0,1,State servant,Higher education,Widow,House / apartment,Laborers,1,54,17,18,247500.0,2.0
